ID,date,NO.8,NO.13,NO.17,NO.21,NO.28,NO.33
5481,2018/4/3 12:07,4.51,14.16,11.37,10.81,7.98,15.34
5482,2018/4/3 12:19,4.49,14.18,11.38,10.8,8,15.37
5483,2018/4/3 12:31,4.49,14.18,11.37,10.79,8.02,15.41
5502,2018/4/3 16:19,4.48,14.18,11.38,10.81,7.86,15.4
5503,2018/4/3 16:31,4.49,14.18,11.36,10.81,7.83,15.37
5504,2018/4/3 16:43,4.47,14.18,11.36,10.81,7.83,15.35
5505,2018/4/3 16:55,4.48,14.18,11.37,10.81,7.82,15.33
5506,2018/4/3 17:07,4.48,14.18,11.37,10.8,7.81,15.3
5507,2018/4/3 17:19,4.48,14.18,11.38,10.81,7.79,15.28
5508,2018/4/3 17:31,4.49,14.18,11.37,10.81,7.77,15.25
5509,2018/4/3 17:43,4.5,14.18,11.37,10.81,7.77,15.23
5510,2018/4/3 17:55,4.5,14.18,11.37,10.81,7.75,15.21
5511,2018/4/3 18:07,4.49,14.18,11.36,10.81,7.75,15.19
5512,2018/4/3 18:19,4.51,14.18,11.37,10.81,7.74,15.17
5513,2018/4/3 18:31,4.51,14.18,11.36,10.81,7.73,15.15
5514,2018/4/3 18:43,4.51,14.18,11.37,10.81,7.74,15.13
5515,2018/4/3 18:55,4.51,14.18,11.36,10.81,7.72,15.11
5516,2018/4/3 19:07,4.52,14.18,11.37,10.8,7.72,15.09
5517,2018/4/3 19:19,4.52,14.18,11.37,10.81,7.72,15.06
5518,2018/4/3 19:31,4.52,14.18,11.36,10.8,7.72,15.04
5519,2018/4/3 19:43,4.54,14.18,11.38,10.81,7.73,15.03
5520,2018/4/3 19:55,4.51,14.18,11.38,10.81,7.73,15.03
5521,2018/4/3 20:07,4.55,14.18,11.38,10.8,7.74,15.01
5522,2018/4/3 20:19,4.56,14.18,11.37,10.8,7.75,15
5523,2018/4/3 20:31,4.54,14.18,11.38,10.79,7.75,15.01
5524,2018/4/3 20:43,4.55,14.18,11.38,10.79,7.75,14.99
5525,2018/4/3 20:55,4.55,14.18,11.36,10.8,7.76,14.98
5526,2018/4/3 21:07,4.55,14.18,11.37,10.8,7.76,14.98
5527,2018/4/3 21:19,4.56,14.18,11.36,10.79,7.77,14.97
5528,2018/4/3 21:31,4.56,14.16,11.37,10.8,7.78,14.97
5529,2018/4/3 21:43,4.56,14.18,11.38,10.79,7.78,14.97
5530,2018/4/3 21:55,4.56,14.18,11.38,10.8,7.78,14.96
5531,2018/4/3 22:07,4.56,14.18,11.37,10.8,7.78,14.96
5532,2018/4/3 22:19,4.57,14.18,11.37,10.8,7.79,14.96
5533,2018/4/3 22:31,4.56,14.18,11.38,10.81,7.79,14.96
5534,2018/4/3 22:43,4.56,14.18,11.38,10.8,7.79,14.95
5535,2018/4/3 22:55,4.56,14.18,11.39,10.79,7.79,14.95
5536,2018/4/3 23:07,4.55,14.18,11.36,10.79,7.8,14.96
5537,2018/4/3 23:19,4.57,14.18,11.37,10.8,7.79,14.95
5538,2018/4/3 23:31,4.57,14.18,11.36,10.8,7.8,14.96
5539,2018/4/3 23:43,4.57,14.18,11.38,10.79,7.81,14.96
5540,2018/4/3 23:55,4.57,14.18,11.38,10.8,7.81,14.95
5541,2018/4/4 0:07,4.57,14.18,11.39,10.78,7.81,14.95
5542,2018/4/4 0:19,4.57,14.18,11.38,10.79,7.81,14.96
5543,2018/4/4 0:31,4.57,14.18,11.37,10.78,7.81,14.96
5544,2018/4/4 0:43,4.57,14.18,11.39,10.8,7.81,14.97
5545,2018/4/4 0:55,4.58,14.18,11.38,10.79,7.81,14.96
5546,2018/4/4 1:07,4.57,14.18,11.37,10.8,7.81,14.97
5547,2018/4/4 1:19,4.58,14.18,11.37,10.8,7.81,14.96
5548,2018/4/4 1:31,4.57,14.18,11.38,10.8,7.81,14.97
5549,2018/4/4 1:43,4.58,14.18,11.36,10.79,7.81,14.97
5550,2018/4/4 1:55,4.58,14.18,11.38,10.8,7.82,14.97
5551,2018/4/4 2:07,4.57,14.18,11.37,10.79,7.81,14.98
5552,2018/4/4 2:19,4.57,14.18,11.37,10.79,7.82,14.97
5553,2018/4/4 2:31,4.57,14.18,11.37,10.79,7.82,14.98
5554,2018/4/4 2:43,4.58,14.17,11.38,10.79,7.82,14.98
5555,2018/4/4 2:55,4.58,14.19,11.37,10.79,7.82,14.98
5556,2018/4/4 3:07,4.57,14.18,11.36,10.8,7.82,14.98
5557,2018/4/4 3:19,4.58,14.18,11.37,10.79,7.81,14.97
5558,2018/4/4 3:31,4.58,14.18,11.37,10.8,7.82,14.97
5559,2018/4/4 3:43,4.57,14.18,11.38,10.8,7.82,14.97
5560,2018/4/4 3:55,4.57,14.18,11.37,10.79,7.82,14.97
5561,2018/4/4 4:07,4.58,14.18,11.36,10.78,7.81,14.96
5562,2018/4/4 4:19,4.57,14.18,11.39,10.8,7.82,14.96
5563,2018/4/4 4:31,4.58,14.19,11.38,10.8,7.82,14.97
5564,2018/4/4 4:43,4.57,14.18,11.36,10.81,7.82,14.96
5565,2018/4/4 4:55,4.57,14.19,11.38,10.79,7.82,14.97
5566,2018/4/4 5:07,4.57,14.19,11.38,10.8,7.82,14.97
5567,2018/4/4 5:19,4.58,14.18,11.38,10.8,7.81,14.96
5568,2018/4/4 5:31,4.58,14.18,11.37,10.79,7.81,14.96
5569,2018/4/4 5:43,4.58,14.19,11.38,10.79,7.81,14.95
5570,2018/4/4 5:55,4.57,14.18,11.37,10.79,7.81,14.94
5571,2018/4/4 6:07,4.57,14.19,11.36,10.79,7.81,14.95
5572,2018/4/4 6:19,4.58,14.19,11.38,10.78,7.82,14.96
5573,2018/4/4 6:31,4.58,14.18,11.38,10.78,7.82,14.96
5574,2018/4/4 6:43,4.59,14.18,11.37,10.78,7.83,14.96
5575,2018/4/4 6:55,4.57,14.18,11.37,10.77,7.83,14.97
5576,2018/4/4 7:07,4.58,14.18,11.37,10.78,7.84,14.99
5577,2018/4/4 7:19,4.58,14.19,11.36,10.79,7.83,14.99
5578,2018/4/4 7:31,4.58,14.18,11.38,10.8,7.84,14.99
5579,2018/4/4 7:43,4.58,14.19,11.37,10.79,7.83,15
5580,2018/4/4 7:55,4.58,14.18,11.37,10.79,7.83,15
5581,2018/4/4 8:07,4.58,14.18,11.38,10.79,7.83,15.01
5582,2018/4/4 8:19,4.58,14.18,11.37,10.79,7.84,15.02
5583,2018/4/4 8:31,4.57,14.18,11.37,10.79,7.84,15.03
5584,2018/4/4 8:43,4.58,14.19,11.38,10.79,7.84,15.04
5585,2018/4/4 8:55,4.56,14.19,11.38,10.79,7.85,15.06
5586,2018/4/4 9:07,4.55,14.18,11.38,10.79,7.88,15.09
5587,2018/4/4 9:19,4.55,14.18,11.36,10.79,7.9,15.13
5588,2018/4/4 9:31,4.53,14.18,11.37,10.82,7.91,15.15
5589,2018/4/4 9:43,4.52,14.18,11.37,10.8,7.93,15.18
5590,2018/4/4 9:55,4.52,14.18,11.38,10.83,7.95,15.19
5591,2018/4/4 10:07,4.5,14.19,11.38,10.81,7.94,15.19
5592,2018/4/4 10:19,4.5,14.18,11.38,10.83,7.94,15.21
5593,2018/4/4 10:31,4.5,14.18,11.38,10.8,7.96,15.23
5594,2018/4/4 10:43,4.5,14.18,11.36,10.82,7.96,15.24
5595,2018/4/4 10:55,4.5,14.18,11.37,10.83,7.97,15.24
5596,2018/4/4 11:07,4.5,14.18,11.37,10.83,7.97,15.25
5597,2018/4/4 11:19,4.49,14.18,11.38,10.83,7.98,15.26
5598,2018/4/4 11:31,4.49,14.18,11.36,10.82,7.97,15.26
5599,2018/4/4 11:43,4.5,14.18,11.38,10.83,7.95,15.24
5600,2018/4/4 11:55,4.5,14.18,11.38,10.82,7.93,15.22
5601,2018/4/4 12:07,4.5,14.18,11.37,10.82,7.91,15.2
5602,2018/4/4 12:19,4.5,14.18,11.37,10.83,7.88,15.19
5603,2018/4/4 12:31,4.5,14.18,11.37,10.83,7.86,15.17
5604,2018/4/4 12:43,4.5,14.18,11.38,10.84,7.85,15.16
5605,2018/4/4 12:55,4.5,14.18,11.36,10.83,7.85,15.16
5606,2018/4/4 13:07,4.5,14.19,11.37,10.83,7.86,15.16
5607,2018/4/4 13:19,4.51,14.18,11.37,10.81,7.86,15.16
5608,2018/4/4 13:31,4.51,14.18,11.38,10.83,7.86,15.17
5609,2018/4/4 13:43,4.5,14.18,11.36,10.82,7.87,15.17
5610,2018/4/4 13:55,4.51,14.18,11.37,10.83,7.88,15.18
5611,2018/4/4 14:07,4.49,14.18,11.37,10.82,7.87,15.17
5612,2018/4/4 14:19,4.49,14.19,11.36,10.83,7.85,15.15
5613,2018/4/4 14:31,4.5,14.19,11.37,10.83,7.83,15.12
5614,2018/4/4 14:43,4.5,14.19,11.38,10.83,7.82,15.11
5615,2018/4/4 14:55,4.5,14.19,11.36,10.83,7.8,15.07
5616,2018/4/4 15:07,4.5,14.18,11.36,10.82,7.81,15.07
5617,2018/4/4 15:19,4.5,14.18,11.38,10.82,7.79,15.06
5618,2018/4/4 15:31,4.48,14.18,11.36,10.83,7.8,15.04
5619,2018/4/4 15:43,4.51,14.18,11.37,10.82,7.78,15.04
5620,2018/4/4 15:55,4.5,14.18,11.38,10.83,7.77,15.02
5621,2018/4/4 16:07,4.49,14.19,11.38,10.82,7.76,15
5622,2018/4/4 16:19,4.5,14.19,11.37,10.83,7.76,14.99
5623,2018/4/4 16:31,4.5,14.19,11.38,10.83,7.75,14.98
5624,2018/4/4 16:43,4.51,14.19,11.38,10.83,7.75,14.97
5625,2018/4/4 16:55,4.51,14.18,11.38,10.83,7.76,14.96
5626,2018/4/4 17:07,4.52,14.19,11.38,10.82,7.77,14.96
5627,2018/4/4 17:19,4.51,14.19,11.37,10.83,7.77,14.95
5628,2018/4/4 17:31,4.51,14.19,11.38,10.83,7.77,14.95
5629,2018/4/4 17:43,4.53,14.19,11.37,10.83,7.79,14.94
5630,2018/4/4 17:55,4.52,14.18,11.38,10.82,7.79,14.93
5631,2018/4/4 18:07,4.52,14.19,11.37,10.83,7.8,14.94
5632,2018/4/4 18:19,4.53,14.19,11.36,10.84,7.8,14.92
5633,2018/4/4 18:31,4.54,14.19,11.38,10.83,7.81,14.92
5634,2018/4/4 18:43,4.54,14.19,11.36,10.82,7.81,14.92
5635,2018/4/4 18:55,4.55,14.19,11.36,10.81,7.8,14.92
5636,2018/4/4 19:07,4.54,14.18,11.38,10.81,7.81,14.9
5637,2018/4/4 19:19,4.54,14.19,11.38,10.81,7.8,14.9
5638,2018/4/4 19:31,4.53,14.19,11.37,10.82,7.81,14.9
5639,2018/4/4 19:43,4.54,14.19,11.36,10.8,7.81,14.9
5640,2018/4/4 19:55,4.56,14.19,11.37,10.82,7.81,14.89
5641,2018/4/4 20:07,4.56,14.19,11.37,10.81,7.81,14.89
5642,2018/4/4 20:19,4.56,14.19,11.37,10.82,7.82,14.9
5643,2018/4/4 20:31,4.56,14.18,11.36,10.82,7.81,14.9
5644,2018/4/4 20:43,4.55,14.19,11.36,10.83,7.82,14.89
5645,2018/4/4 20:55,4.56,14.19,11.38,10.82,7.82,14.89
5646,2018/4/4 21:07,4.55,14.19,11.37,10.82,7.82,14.89
5647,2018/4/4 21:19,4.56,14.19,11.37,10.81,7.81,14.91
5648,2018/4/4 21:31,4.57,14.19,11.38,10.83,7.82,14.9
5649,2018/4/4 21:43,4.56,14.19,11.36,10.83,7.82,14.9
5650,2018/4/4 21:55,4.56,14.19,11.36,10.82,7.83,14.91
5651,2018/4/4 22:07,4.56,14.18,11.37,10.81,7.82,14.91
5652,2018/4/4 22:19,4.57,14.19,11.36,10.81,7.81,14.91
5653,2018/4/4 22:31,4.57,14.19,11.36,10.82,7.83,14.91
5654,2018/4/4 22:43,4.56,14.19,11.36,10.82,7.82,14.92
5655,2018/4/4 22:55,4.56,14.19,11.37,10.81,7.82,14.92
5656,2018/4/4 23:07,4.56,14.19,11.38,10.83,7.83,14.92
5657,2018/4/4 23:19,4.56,14.19,11.36,10.83,7.83,14.93
5658,2018/4/4 23:31,4.56,14.19,11.37,10.81,7.79,14.92
5659,2018/4/4 23:43,4.56,14.19,11.36,10.83,7.82,14.91
5660,2018/4/4 23:55,4.56,14.19,11.36,10.81,7.79,14.93
5661,2018/4/5 0:07,4.57,14.19,11.37,10.82,7.85,14.93
5662,2018/4/5 0:19,4.56,14.19,11.37,10.82,7.82,14.92
5663,2018/4/5 0:31,4.57,14.19,11.38,10.82,7.8,14.93
5664,2018/4/5 0:43,4.56,14.19,11.37,10.82,7.82,14.94
5665,2018/4/5 0:55,4.56,14.19,11.37,10.81,7.83,14.94
5666,2018/4/5 1:07,4.56,14.19,11.37,10.82,7.84,14.95
5667,2018/4/5 1:19,4.53,14.19,11.37,10.82,7.8,14.96
5668,2018/4/5 1:31,4.56,14.19,11.36,10.82,7.83,14.96
5669,2018/4/5 1:43,4.58,14.19,11.36,10.83,7.82,14.95
5670,2018/4/5 1:55,4.56,14.19,11.36,10.8,7.83,14.96
5671,2018/4/5 2:07,4.56,14.19,11.36,10.82,7.83,14.96
5672,2018/4/5 2:19,4.56,14.19,11.37,10.81,7.81,14.96
5673,2018/4/5 2:31,4.57,14.19,11.37,10.81,7.81,14.98
5674,2018/4/5 2:43,4.57,14.19,11.36,10.81,7.82,14.98
5675,2018/4/5 2:55,4.58,14.19,11.37,10.81,7.84,14.97
5676,2018/4/5 3:07,4.56,14.19,11.36,10.82,7.84,14.98
5677,2018/4/5 3:19,4.56,14.19,11.38,10.8,7.81,14.99
5678,2018/4/5 3:31,4.56,14.19,11.38,10.81,7.82,14.98
5679,2018/4/5 3:43,4.57,14.19,11.37,10.82,7.81,14.99
5680,2018/4/5 3:55,4.55,14.19,11.38,10.81,7.82,14.98
5681,2018/4/5 4:07,4.57,14.19,11.37,10.82,7.81,14.99
5682,2018/4/5 4:19,4.56,14.19,11.36,10.8,7.8,14.99
5683,2018/4/5 4:31,4.6,14.19,11.37,10.8,7.83,14.98
5684,2018/4/5 4:43,4.59,14.19,11.38,10.8,7.81,14.98
5685,2018/4/5 4:55,4.61,14.19,11.38,10.79,7.81,14.97
5686,2018/4/5 5:07,4.61,14.19,11.38,10.8,7.82,14.98
5687,2018/4/5 5:19,4.61,14.19,11.36,10.81,7.82,14.97
5688,2018/4/5 5:31,4.61,14.19,11.38,10.8,7.81,14.97
5689,2018/4/5 5:43,4.6,14.19,11.37,10.81,7.82,14.97
5690,2018/4/5 5:55,4.61,14.2,11.36,10.81,7.81,14.97
5691,2018/4/5 6:07,4.6,14.2,11.37,10.81,7.82,14.97
5692,2018/4/5 6:19,4.6,14.19,11.38,10.79,7.82,14.98
5693,2018/4/5 6:31,4.6,14.19,11.38,10.8,7.83,14.98
5694,2018/4/5 6:43,4.6,14.19,11.36,10.79,7.82,14.98
5695,2018/4/5 6:55,4.61,14.2,11.37,10.8,7.81,14.99
5696,2018/4/5 7:07,4.6,14.2,11.37,10.8,7.83,14.99
5697,2018/4/5 7:19,4.6,14.19,11.38,10.78,7.83,15
5698,2018/4/5 7:31,4.6,14.19,11.37,10.79,7.83,15
5699,2018/4/5 7:43,4.59,14.19,11.37,10.8,7.81,15
5700,2018/4/5 7:55,4.6,14.2,11.37,10.8,7.82,15.01
5701,2018/4/5 8:07,4.6,14.19,11.38,10.8,7.83,15.01
5702,2018/4/5 8:20,4.61,14.19,11.37,10.8,7.82,15.01
5703,2018/4/5 8:31,4.61,14.19,11.37,10.81,7.84,15
5704,2018/4/5 8:44,4.6,14.2,11.37,10.81,7.83,15
5705,2018/4/5 8:55,4.59,14.2,11.37,10.79,7.82,15
5706,2018/4/5 9:07,4.6,14.2,11.36,10.81,7.82,14.98
5707,2018/4/5 9:19,4.6,14.2,11.37,10.81,7.82,14.99
5708,2018/4/5 9:31,4.59,14.19,11.36,10.79,7.81,15
5709,2018/4/5 9:43,4.6,14.2,11.38,10.81,7.85,15
5710,2018/4/5 9:55,4.59,14.2,11.38,10.79,7.84,15
5711,2018/4/5 10:07,4.6,14.2,11.36,10.79,7.82,15.02
5712,2018/4/5 10:19,4.59,14.18,11.37,10.8,7.82,15.01
5713,2018/4/5 10:31,4.59,14.19,11.37,10.81,7.81,15.01
5714,2018/4/5 10:43,4.58,14.19,11.36,10.79,7.83,15.03
5715,2018/4/5 10:55,4.6,14.2,11.36,10.8,7.82,15.02
5716,2018/4/5 11:07,4.61,14.19,11.37,10.81,7.83,15.03
5717,2018/4/5 11:19,4.59,14.21,11.36,10.79,7.84,15.03
5718,2018/4/5 11:31,4.6,14.21,11.36,10.8,7.83,15.03
5719,2018/4/5 11:43,4.6,14.21,11.37,10.81,7.83,15.03
5720,2018/4/5 11:55,4.6,14.21,11.37,10.8,7.82,15.03
5721,2018/4/5 12:07,4.6,14.21,11.37,10.79,7.84,15.04
5722,2018/4/5 12:19,4.59,14.2,11.37,10.78,7.81,15.04
5723,2018/4/5 12:31,4.6,14.2,11.37,10.8,7.83,15.03
5724,2018/4/5 12:43,4.6,14.21,11.37,10.8,7.82,15.04
5725,2018/4/5 12:55,4.6,14.18,11.36,10.8,7.82,15.03
5726,2018/4/5 13:07,4.59,14.21,11.37,10.8,7.81,15.05
5727,2018/4/5 13:19,4.59,14.21,11.37,10.78,7.82,15.05
5728,2018/4/5 13:31,4.6,14.2,11.38,10.77,7.83,15.04
5729,2018/4/5 13:43,4.59,14.21,11.36,10.77,7.82,15.03
5730,2018/4/5 13:55,4.59,14.2,11.36,10.77,7.82,15.03
5731,2018/4/5 14:07,4.59,14.21,11.36,10.77,7.82,15.04
5732,2018/4/5 14:19,4.59,14.18,11.36,10.78,7.83,15.05
5733,2018/4/5 14:31,4.61,14.21,11.36,10.78,7.82,15.05
5734,2018/4/5 14:43,4.59,14.21,11.37,10.78,7.82,15.04
5735,2018/4/5 14:55,4.6,14.21,11.36,10.78,7.82,15.04
5736,2018/4/5 15:07,4.59,14.21,11.36,10.79,7.82,15.03
5737,2018/4/5 15:19,4.6,14.21,11.37,10.78,7.82,15.03
5738,2018/4/5 15:31,4.6,14.21,11.36,10.79,7.81,15.03
5739,2018/4/5 15:43,4.6,14.19,11.38,10.79,7.81,15.03
5740,2018/4/5 15:55,4.6,14.2,11.37,10.78,7.82,15.04
5741,2018/4/5 16:07,4.6,14.2,11.37,10.77,7.83,15.04
5742,2018/4/5 16:19,4.6,14.21,11.38,10.78,7.81,15.02
5743,2018/4/5 16:31,4.6,14.19,11.36,10.77,7.82,15.02
5744,2018/4/5 16:43,4.59,14.2,11.36,10.78,7.82,15.03
5745,2018/4/5 16:55,4.59,14.2,11.36,10.77,7.82,15.03
5746,2018/4/5 17:07,4.59,14.2,11.38,10.77,7.83,15.02
5747,2018/4/5 17:19,4.59,14.2,11.37,10.77,7.81,15.02
5748,2018/4/5 17:31,4.6,14.2,11.36,10.77,7.81,15.02
5749,2018/4/5 17:43,4.61,14.21,11.37,10.77,7.81,15.02
5750,2018/4/5 17:55,4.6,14.2,11.38,10.78,7.82,15.02
5751,2018/4/5 18:07,4.6,14.2,11.39,10.78,7.82,15.01
5752,2018/4/5 18:19,4.6,14.2,11.38,10.77,7.82,15.01
5753,2018/4/5 18:31,4.6,14.2,11.36,10.77,7.82,15.02
5754,2018/4/5 18:43,4.6,14.2,11.38,10.78,7.82,15.01
5755,2018/4/5 18:55,4.6,14.19,11.37,10.77,7.81,15.01
5756,2018/4/5 19:08,4.6,14.2,11.38,10.78,7.81,15
5757,2018/4/5 19:19,4.59,14.19,11.37,10.79,7.82,14.99
5758,2018/4/5 19:31,4.61,14.2,11.38,10.77,7.8,14.99
5759,2018/4/5 19:44,4.59,14.2,11.37,10.77,7.83,14.97
5760,2018/4/5 19:55,4.6,14.2,11.37,10.77,7.81,14.97
5761,2018/4/5 20:08,4.59,14.2,11.36,10.78,7.81,14.96
5762,2018/4/5 20:20,4.6,14.2,11.36,10.78,7.81,14.96
5763,2018/4/5 20:31,4.6,14.19,11.36,10.78,7.8,14.94
5764,2018/4/5 20:44,4.59,14.19,11.36,10.78,7.82,14.95
5765,2018/4/5 20:55,4.6,14.2,11.37,10.79,7.82,14.94
5766,2018/4/5 21:07,4.59,14.2,11.36,10.77,7.82,14.94
5767,2018/4/5 21:19,4.59,14.19,11.38,10.76,7.82,14.94
5768,2018/4/5 21:31,4.61,14.19,11.36,10.77,7.82,14.95
5769,2018/4/5 21:43,4.59,14.19,11.37,10.78,7.82,14.95
5770,2018/4/5 21:55,4.59,14.19,11.36,10.77,7.82,14.94
5771,2018/4/5 22:07,4.61,14.19,11.33,10.78,7.81,14.94
5772,2018/4/5 22:19,4.6,14.19,11.36,10.77,7.82,14.94
5773,2018/4/5 22:31,4.61,14.19,11.36,10.77,7.82,14.94
5774,2018/4/5 22:43,4.61,14.19,11.36,10.79,7.82,14.93
5775,2018/4/5 22:55,4.57,14.19,11.39,10.79,7.82,14.92
5776,2018/4/5 23:07,4.6,14.19,11.37,10.78,7.82,14.93
5777,2018/4/5 23:19,4.61,14.19,11.36,10.78,7.81,14.93
5778,2018/4/5 23:32,4.6,14.19,11.36,10.79,7.81,14.92
5779,2018/4/5 23:43,4.6,14.2,11.37,10.77,7.82,14.93
5780,2018/4/5 23:55,4.6,14.2,11.38,10.79,7.8,14.92
5781,2018/4/6 0:07,4.58,14.19,11.37,10.79,7.81,14.93
5782,2018/4/6 0:20,4.6,14.2,11.38,10.77,7.81,14.94
5783,2018/4/6 0:31,4.6,14.2,11.37,10.78,7.81,14.94
5784,2018/4/6 0:43,4.6,14.19,11.37,10.77,7.81,14.92
5785,2018/4/6 0:55,4.61,14.19,11.37,10.79,7.8,14.93
5786,2018/4/6 1:07,4.59,14.19,11.37,10.79,7.8,14.94
5787,2018/4/6 1:20,4.6,14.19,11.36,10.79,7.81,14.94
5788,2018/4/6 1:31,4.6,14.19,11.36,10.78,7.82,14.94
5789,2018/4/6 1:43,4.59,14.19,11.38,10.8,7.81,14.94
5790,2018/4/6 1:55,4.59,14.2,11.36,10.79,7.82,14.95
5791,2018/4/6 2:07,4.59,14.2,11.37,10.77,7.82,14.95
5792,2018/4/6 2:19,4.61,14.2,11.36,10.77,7.83,14.95
5793,2018/4/6 2:31,4.6,14.2,11.37,10.79,7.82,14.96
5794,2018/4/6 2:43,4.59,14.2,11.37,10.77,7.82,14.97
5795,2018/4/6 2:55,4.6,14.2,11.38,10.77,7.82,14.96
5796,2018/4/6 3:07,4.59,14.2,11.37,10.78,7.83,14.97
5797,2018/4/6 3:20,4.58,14.2,11.36,10.8,7.82,14.97
5798,2018/4/6 3:31,4.59,14.2,11.37,10.77,7.82,14.98
5799,2018/4/6 3:43,4.59,14.2,11.36,10.79,7.82,14.98
5800,2018/4/6 3:55,4.59,14.21,11.38,10.78,7.82,14.98
5801,2018/4/6 4:07,4.6,14.21,11.37,10.79,7.82,14.99
5802,2018/4/6 4:19,4.57,14.2,11.36,10.8,7.82,14.99
5803,2018/4/6 4:31,4.59,14.2,11.37,10.8,7.82,14.98
5804,2018/4/6 4:43,4.6,14.21,11.35,10.78,7.82,14.97
5806,2018/4/6 5:07,4.6,14.21,11.37,10.77,7.81,14.99
5807,2018/4/6 5:19,4.59,14.21,11.38,10.78,7.82,15.01
5808,2018/4/6 5:31,4.6,14.21,11.36,10.77,7.81,15
5809,2018/4/6 5:43,4.61,14.21,11.37,10.8,7.82,15
5810,2018/4/6 5:55,4.6,14.21,11.37,10.77,7.83,15
5811,2018/4/6 6:07,4.59,14.21,11.36,10.77,7.81,15
5812,2018/4/6 6:19,4.59,14.21,11.39,10.78,7.8,14.99
5813,2018/4/6 6:31,4.59,14.21,11.37,10.8,7.83,15.01
5814,2018/4/6 6:43,4.6,14.21,11.38,10.79,7.82,15
5815,2018/4/6 6:55,4.6,14.21,11.39,10.79,7.83,15
5816,2018/4/6 7:08,4.6,14.21,11.37,10.79,7.83,15
5817,2018/4/6 7:19,4.59,14.21,11.38,10.79,7.82,15.01
5818,2018/4/6 7:31,4.58,14.21,11.34,10.77,7.83,15.02
5819,2018/4/6 7:43,4.6,14.2,11.39,10.77,7.83,15.02
5820,2018/4/6 7:55,4.59,14.21,11.39,10.78,7.82,15.04
5821,2018/4/6 8:07,4.58,14.2,11.39,10.8,7.84,15.05
5822,2018/4/6 8:19,4.59,14.2,11.37,10.77,7.83,15.06
5823,2018/4/6 8:32,4.6,14.2,11.39,10.78,7.84,15.08
5824,2018/4/6 8:43,4.58,14.2,11.36,10.78,7.84,15.09
5825,2018/4/6 8:55,4.59,14.2,11.38,10.79,7.83,15.09
5826,2018/4/6 9:07,4.59,14.2,11.37,10.8,7.83,15.1
5827,2018/4/6 9:19,4.59,14.19,11.37,10.8,7.82,15.1
5828,2018/4/6 9:32,4.55,14.19,11.38,10.76,7.83,15.11
5829,2018/4/6 9:43,4.55,14.19,11.37,10.8,7.84,15.12
5830,2018/4/6 9:55,4.53,14.2,11.37,10.82,7.83,15.12
5831,2018/4/6 10:07,4.51,14.2,11.37,10.82,7.83,15.12
5832,2018/4/6 10:19,4.51,14.2,11.36,10.8,7.84,15.13
5833,2018/4/6 10:31,4.5,14.2,11.38,10.82,7.84,15.17
5834,2018/4/6 10:44,4.49,14.2,11.37,10.82,7.8,15.17
5835,2018/4/6 10:55,4.49,14.2,11.37,10.82,7.85,15.16
5836,2018/4/6 11:07,4.49,14.19,11.36,10.83,7.84,15.16
5837,2018/4/6 11:19,4.48,14.19,11.37,10.81,7.84,15.17
5838,2018/4/6 11:31,4.48,14.2,11.37,10.83,7.84,15.19
5839,2018/4/6 11:43,4.48,14.19,11.37,10.82,7.86,15.21
5840,2018/4/6 11:55,4.48,14.2,11.37,10.82,7.87,15.26
5841,2018/4/6 12:08,4.47,14.19,11.38,10.81,7.86,15.27
5842,2018/4/6 12:19,4.47,14.19,11.38,10.82,7.86,15.28
5843,2018/4/6 12:31,4.46,14.2,11.36,10.8,7.87,15.3
5844,2018/4/6 12:43,4.47,14.2,11.37,10.79,7.87,15.3
5845,2018/4/6 12:55,4.47,14.2,11.38,10.82,7.88,15.33
5846,2018/4/6 13:07,4.47,14.2,11.38,10.81,7.86,15.32
5847,2018/4/6 13:19,4.47,14.2,11.37,10.83,7.85,15.28
5848,2018/4/6 13:31,4.47,14.2,11.38,10.83,7.83,15.23
5849,2018/4/6 13:43,4.47,14.2,11.38,10.82,7.8,15.2
5850,2018/4/6 13:56,4.46,14.2,11.36,10.83,7.81,15.17
5851,2018/4/6 14:07,4.47,14.2,11.38,10.82,7.82,15.16
5852,2018/4/6 14:19,4.47,14.19,11.37,10.82,7.82,15.14
5853,2018/4/6 14:31,4.48,14.2,11.38,10.82,7.82,15.14
5854,2018/4/6 14:43,4.47,14.2,11.37,10.81,7.83,15.12
5855,2018/4/6 14:56,4.46,14.2,11.38,10.82,7.83,15.13
5856,2018/4/6 15:08,4.46,14.2,11.38,10.82,7.83,15.12
5857,2018/4/6 15:19,4.46,14.2,11.38,10.82,7.83,15.11
5858,2018/4/6 15:31,4.47,14.2,11.38,10.83,7.83,15.12
5859,2018/4/6 15:43,4.46,14.2,11.38,10.82,7.83,15.11
5860,2018/4/6 15:55,4.46,14.2,11.38,10.82,7.81,15.1
5861,2018/4/6 16:07,4.47,14.2,11.38,10.8,7.83,15.09
5862,2018/4/6 16:19,4.48,14.2,11.38,10.83,7.83,15.08
5863,2018/4/6 16:31,4.51,14.2,11.38,10.81,7.82,15.06
5864,2018/4/6 16:43,4.53,14.2,11.38,10.8,7.82,15.05
5865,2018/4/6 16:55,4.53,14.2,11.38,10.82,7.83,15.06
5866,2018/4/6 17:07,4.51,14.2,11.38,10.81,7.83,15.07
5867,2018/4/6 17:19,4.51,14.2,11.38,10.82,7.82,15.04
