ID,date,NO.8,NO.13,NO.17,NO.21,NO.28,NO.33
5030,2018/3/30 17:55,4.45,14.16,11.37,10.75,7.67,15.29
5031,2018/3/30 18:07,4.46,14.16,11.36,10.81,7.65,15.25
5032,2018/3/30 18:19,4.46,14.16,11.38,10.81,7.64,15.21
5033,2018/3/30 18:31,4.46,14.16,11.36,10.8,7.64,15.17
5034,2018/3/30 18:43,4.46,14.15,11.37,10.81,7.63,15.13
5035,2018/3/30 18:55,4.47,14.16,11.39,10.8,7.64,15.1
5036,2018/3/30 19:07,4.48,14.16,11.37,10.8,7.65,15.05
5037,2018/3/30 19:19,4.49,14.16,11.36,10.79,7.65,15.06
5038,2018/3/30 19:31,4.48,14.15,11.37,10.8,7.67,15.04
5039,2018/3/30 19:43,4.5,14.15,11.37,10.8,7.68,15.03
5040,2018/3/30 19:55,4.5,14.17,11.38,10.79,7.7,15.01
5041,2018/3/30 20:07,4.5,14.16,11.38,10.79,7.71,15
5042,2018/3/30 20:19,4.51,14.16,11.38,10.8,7.72,14.99
5043,2018/3/30 20:31,4.5,14.15,11.38,10.81,7.74,14.97
5044,2018/3/30 20:43,4.5,14.15,11.39,10.81,7.75,14.95
5045,2018/3/30 20:55,4.5,14.16,11.36,10.81,7.76,14.94
5046,2018/3/30 21:07,4.51,14.15,11.36,10.81,7.77,14.93
5047,2018/3/30 21:19,4.51,14.15,11.37,10.79,7.78,14.94
5048,2018/3/30 21:31,4.51,14.15,11.36,10.82,7.79,14.93
5049,2018/3/30 21:43,4.53,14.16,11.36,10.82,7.79,14.92
5050,2018/3/30 21:55,4.52,14.15,11.38,10.79,7.8,14.91
5051,2018/3/30 22:07,4.52,14.15,11.36,10.81,7.79,14.91
5052,2018/3/30 22:19,4.52,14.16,11.37,10.81,7.79,14.9
5053,2018/3/30 22:31,4.53,14.15,11.37,10.8,7.79,14.89
5054,2018/3/30 22:43,4.53,14.15,11.37,10.79,7.8,14.9
5055,2018/3/30 22:55,4.52,14.15,11.37,10.8,7.81,14.89
5056,2018/3/30 23:07,4.53,14.15,11.36,10.8,7.81,14.89
5057,2018/3/30 23:19,4.53,14.16,11.36,10.79,7.8,14.89
5058,2018/3/30 23:31,4.54,14.16,11.38,10.8,7.8,14.89
5059,2018/3/30 23:43,4.53,14.15,11.36,10.8,7.81,14.88
5060,2018/3/30 23:55,4.54,14.15,11.37,10.8,7.79,14.88
5061,2018/3/31 0:07,4.54,14.15,11.37,10.8,7.8,14.88
5062,2018/3/31 0:19,4.53,14.16,11.37,10.78,7.81,14.88
5063,2018/3/31 0:31,4.54,14.15,11.36,10.8,7.8,14.88
5064,2018/3/31 0:43,4.53,14.16,11.38,10.79,7.82,14.89
5065,2018/3/31 0:55,4.54,14.15,11.37,10.79,7.8,14.89
5066,2018/3/31 1:07,4.54,14.16,11.38,10.79,7.82,14.88
5067,2018/3/31 1:19,4.54,14.15,11.36,10.81,7.83,14.88
5068,2018/3/31 1:31,4.55,14.15,11.38,10.8,7.8,14.89
5069,2018/3/31 1:43,4.53,14.15,11.36,10.77,7.81,14.89
5070,2018/3/31 1:55,4.53,14.15,11.37,10.79,7.8,14.88
5071,2018/3/31 2:07,4.54,14.16,11.37,10.78,7.8,14.89
5072,2018/3/31 2:19,4.54,14.15,11.36,10.78,7.8,14.9
5073,2018/3/31 2:31,4.54,14.15,11.37,10.79,7.81,14.89
5074,2018/3/31 2:43,4.53,14.15,11.36,10.79,7.81,14.89
5075,2018/3/31 2:55,4.54,14.16,11.37,10.79,7.81,14.9
5076,2018/3/31 3:07,4.54,14.15,11.37,10.78,7.81,14.89
5077,2018/3/31 3:19,4.56,14.15,11.37,10.8,7.81,14.9
5078,2018/3/31 3:31,4.55,14.16,11.36,10.78,7.8,14.9
5079,2018/3/31 3:43,4.54,14.16,11.36,10.79,7.8,14.9
5080,2018/3/31 3:55,4.54,14.15,11.37,10.79,7.81,14.91
5081,2018/3/31 4:07,4.55,14.16,11.36,10.79,7.81,14.9
5082,2018/3/31 4:19,4.55,14.16,11.36,10.77,7.8,14.9
5083,2018/3/31 4:31,4.54,14.16,11.36,10.77,7.81,14.9
5084,2018/3/31 4:43,4.54,14.16,11.38,10.77,7.8,14.9
5085,2018/3/31 4:55,4.56,14.16,11.36,10.78,7.81,14.91
5086,2018/3/31 5:07,4.56,14.16,11.37,10.79,7.8,14.91
5087,2018/3/31 5:19,4.56,14.15,11.37,10.77,7.8,14.91
5088,2018/3/31 5:31,4.55,14.15,11.36,10.79,7.81,14.91
5089,2018/3/31 5:43,4.56,14.15,11.38,10.78,7.81,14.92
5090,2018/3/31 5:55,4.56,14.16,11.37,10.78,7.8,14.91
5091,2018/3/31 6:07,4.57,14.15,11.36,10.78,7.8,14.92
5092,2018/3/31 6:19,4.55,14.15,11.38,10.79,7.81,14.92
5093,2018/3/31 6:31,4.56,14.15,11.37,10.77,7.81,14.94
5094,2018/3/31 6:43,4.57,14.16,11.36,10.78,7.81,14.95
5095,2018/3/31 6:55,4.56,14.15,11.38,10.79,7.81,14.97
5096,2018/3/31 7:07,4.56,14.16,11.36,10.78,7.82,15
5097,2018/3/31 7:19,4.56,14.16,11.36,10.77,7.82,15.03
5098,2018/3/31 7:31,4.56,14.16,11.37,10.77,7.8,15.04
5099,2018/3/31 7:43,4.55,14.16,11.38,10.79,7.79,15.07
5100,2018/3/31 7:55,4.56,14.16,11.38,10.78,7.83,15.1
5101,2018/3/31 8:07,4.53,14.15,11.37,10.79,7.84,15.14
5102,2018/3/31 8:19,4.53,14.16,11.37,10.8,7.84,15.17
5103,2018/3/31 8:31,4.51,14.16,11.36,10.81,7.86,15.21
5104,2018/3/31 8:43,4.49,14.16,11.38,10.8,7.87,15.22
5105,2018/3/31 8:55,4.48,14.16,11.38,10.8,7.88,15.26
5106,2018/3/31 9:07,4.48,14.16,11.37,10.8,7.91,15.29
5107,2018/3/31 9:19,4.47,14.16,11.36,10.8,7.95,15.35
5108,2018/3/31 9:31,4.47,14.16,11.36,10.81,7.98,15.38
5149,2018/3/31 17:43,4.45,14.15,11.37,10.79,7.7,15.39
5150,2018/3/31 17:55,4.46,14.16,11.37,10.8,7.68,15.34
5151,2018/3/31 18:07,4.46,14.16,11.37,10.81,7.66,15.3
5152,2018/3/31 18:19,4.46,14.16,11.37,10.81,7.64,15.25
5153,2018/3/31 18:31,4.46,14.16,11.37,10.8,7.64,15.22
5154,2018/3/31 18:43,4.46,14.16,11.38,10.81,7.64,15.18
5155,2018/3/31 18:55,4.47,14.16,11.37,10.8,7.64,15.16
5156,2018/3/31 19:07,4.48,14.17,11.37,10.81,7.64,15.13
5157,2018/3/31 19:19,4.48,14.16,11.38,10.8,7.66,15.09
5158,2018/3/31 19:31,4.48,14.16,11.37,10.81,7.66,15.07
5159,2018/3/31 19:43,4.48,14.16,11.38,10.81,7.68,15.03
5160,2018/3/31 19:55,4.49,14.16,11.38,10.81,7.69,15.02
5161,2018/3/31 20:07,4.5,14.16,11.38,10.81,7.7,15.01
5162,2018/3/31 20:19,4.49,14.16,11.36,10.8,7.72,15
5163,2018/3/31 20:31,4.51,14.16,11.36,10.8,7.74,14.98
5164,2018/3/31 20:43,4.51,14.16,11.38,10.8,7.75,14.97
5165,2018/3/31 20:55,4.51,14.16,11.37,10.82,7.76,14.97
5166,2018/3/31 21:07,4.49,14.16,11.38,10.8,7.77,14.95
5167,2018/3/31 21:19,4.51,14.16,11.38,10.8,7.78,14.95
5168,2018/3/31 21:31,4.51,14.16,11.38,10.82,7.79,14.95
5169,2018/3/31 21:43,4.51,14.16,11.37,10.8,7.8,14.95
5170,2018/3/31 21:55,4.52,14.16,11.37,10.81,7.8,14.95
5171,2018/3/31 22:07,4.51,14.16,11.37,10.79,7.79,14.94
5172,2018/3/31 22:19,4.52,14.15,11.37,10.8,7.78,14.94
5173,2018/3/31 22:31,4.53,14.16,11.36,10.81,7.8,14.93
5174,2018/3/31 22:43,4.52,14.16,11.38,10.8,7.8,14.93
5175,2018/3/31 22:55,4.51,14.16,11.38,10.81,7.8,14.92
5176,2018/3/31 23:07,4.52,14.15,11.37,10.8,7.8,14.92
5177,2018/3/31 23:19,4.53,14.16,11.38,10.81,7.8,14.92
5178,2018/3/31 23:31,4.52,14.16,11.37,10.81,7.81,14.92
5179,2018/3/31 23:43,4.53,14.16,11.36,10.81,7.79,14.92
5180,2018/3/31 23:55,4.53,14.16,11.37,10.79,7.8,14.91
5181,2018/4/1 0:07,4.53,14.16,11.38,10.8,7.81,14.91
5182,2018/4/1 0:19,4.52,14.16,11.37,10.81,7.8,14.91
5183,2018/4/1 0:31,4.53,14.16,11.36,10.8,7.79,14.9
5184,2018/4/1 0:43,4.53,14.16,11.36,10.79,7.83,14.9
5185,2018/4/1 0:55,4.54,14.17,11.36,10.8,7.79,14.91
5186,2018/4/1 1:07,4.52,14.16,11.37,10.8,7.82,14.9
5187,2018/4/1 1:19,4.52,14.16,11.37,10.8,7.79,14.9
5188,2018/4/1 1:31,4.54,14.16,11.36,10.81,7.8,14.9
5189,2018/4/1 1:43,4.54,14.16,11.37,10.8,7.79,14.91
5190,2018/4/1 1:55,4.53,14.16,11.37,10.8,7.79,14.91
5191,2018/4/1 2:07,4.54,14.16,11.37,10.8,7.8,14.92
5192,2018/4/1 2:19,4.53,14.16,11.36,10.79,7.81,14.92
5193,2018/4/1 2:31,4.54,14.16,11.36,10.8,7.81,14.91
5194,2018/4/1 2:43,4.54,14.16,11.38,10.79,7.8,14.92
5195,2018/4/1 2:55,4.54,14.16,11.37,10.8,7.8,14.92
5196,2018/4/1 3:07,4.53,14.16,11.36,10.81,7.81,14.92
5197,2018/4/1 3:19,4.53,14.16,11.38,10.81,7.79,14.93
5198,2018/4/1 3:31,4.53,14.16,11.37,10.81,7.8,14.92
5199,2018/4/1 3:43,4.54,14.16,11.38,10.78,7.82,14.93
5200,2018/4/1 3:55,4.54,14.16,11.37,10.79,7.81,14.93
5201,2018/4/1 4:07,4.54,14.16,11.38,10.79,7.8,14.91
5202,2018/4/1 4:19,4.54,14.16,11.36,10.8,7.8,14.91
5203,2018/4/1 4:31,4.54,14.16,11.37,10.79,7.81,14.92
5204,2018/4/1 4:43,4.53,14.16,11.37,10.81,7.8,14.91
5205,2018/4/1 4:55,4.54,14.16,11.38,10.78,7.8,14.92
5206,2018/4/1 5:07,4.54,14.16,11.36,10.79,7.81,14.92
5207,2018/4/1 5:19,4.56,14.16,11.36,10.78,7.81,14.92
5208,2018/4/1 5:31,4.54,14.15,11.36,10.78,7.8,14.93
5209,2018/4/1 5:43,4.55,14.16,11.37,10.79,7.8,14.93
5210,2018/4/1 5:55,4.55,14.16,11.37,10.78,7.81,14.92
5211,2018/4/1 6:07,4.54,14.16,11.39,10.77,7.8,14.93
5212,2018/4/1 6:19,4.55,14.16,11.36,10.79,7.81,14.93
5213,2018/4/1 6:31,4.56,14.16,11.38,10.79,7.8,14.94
5214,2018/4/1 6:43,4.55,14.16,11.37,10.79,7.82,14.96
5215,2018/4/1 6:55,4.56,14.16,11.37,10.79,7.82,14.98
5216,2018/4/1 7:07,4.54,14.16,11.38,10.79,7.82,15.01
5217,2018/4/1 7:19,4.54,14.16,11.37,10.77,7.81,15.03
5218,2018/4/1 7:31,4.55,14.16,11.37,10.78,7.81,15.07
5219,2018/4/1 7:43,4.54,14.16,11.36,10.78,7.84,15.09
5220,2018/4/1 7:55,4.53,14.16,11.36,10.79,7.85,15.14
5221,2018/4/1 8:07,4.53,14.16,11.36,10.81,7.85,15.19
5222,2018/4/1 8:19,4.49,14.16,11.37,10.81,7.88,15.22
5223,2018/4/1 8:31,4.47,14.16,11.38,10.8,7.9,15.27
5224,2018/4/1 8:43,4.46,14.17,11.39,10.81,7.93,15.31
5225,2018/4/1 8:55,4.46,14.16,11.36,10.8,7.98,15.35
5226,2018/4/1 9:07,4.46,14.16,11.38,10.8,7.99,15.39
5269,2018/4/1 17:43,4.46,14.16,11.37,10.81,7.72,15.38
5270,2018/4/1 17:55,4.46,14.17,11.36,10.8,7.71,15.35
5271,2018/4/1 18:07,4.46,14.17,11.37,10.8,7.69,15.32
5272,2018/4/1 18:19,4.47,14.16,11.37,10.81,7.68,15.27
5273,2018/4/1 18:31,4.46,14.16,11.37,10.81,7.66,15.23
5274,2018/4/1 18:43,4.46,14.17,11.37,10.81,7.66,15.21
5275,2018/4/1 18:55,4.47,14.17,11.37,10.8,7.64,15.17
5276,2018/4/1 19:07,4.47,14.17,11.37,10.81,7.65,15.14
5277,2018/4/1 19:19,4.48,14.16,11.37,10.8,7.66,15.12
5278,2018/4/1 19:31,4.49,14.16,11.37,10.8,7.65,15.09
5279,2018/4/1 19:43,4.5,14.16,11.38,10.8,7.66,15.07
5280,2018/4/1 19:55,4.5,14.17,11.38,10.8,7.68,15.05
5281,2018/4/1 20:07,4.51,14.17,11.36,10.81,7.68,15.04
5282,2018/4/1 20:19,4.52,14.17,11.37,10.8,7.69,15.01
5283,2018/4/1 20:31,4.51,14.17,11.37,10.8,7.7,15.01
5284,2018/4/1 20:43,4.51,14.16,11.38,10.81,7.71,14.99
5285,2018/4/1 20:55,4.52,14.17,11.37,10.8,7.73,14.98
5286,2018/4/1 21:07,4.52,14.16,11.37,10.8,7.73,14.96
5287,2018/4/1 21:19,4.51,14.17,11.37,10.79,7.76,14.96
5288,2018/4/1 21:31,4.52,14.17,11.38,10.8,7.77,14.96
5289,2018/4/1 21:43,4.52,14.17,11.37,10.8,7.78,14.94
5290,2018/4/1 21:55,4.51,14.17,11.38,10.8,7.78,14.94
5291,2018/4/1 22:07,4.52,14.16,11.37,10.8,7.79,14.94
5292,2018/4/1 22:19,4.52,14.17,11.37,10.79,7.8,14.94
5293,2018/4/1 22:31,4.52,14.17,11.38,10.79,7.8,14.93
5294,2018/4/1 22:43,4.52,14.17,11.37,10.8,7.8,14.93
5295,2018/4/1 22:55,4.53,14.17,11.38,10.8,7.8,14.93
5296,2018/4/1 23:07,4.54,14.17,11.37,10.79,7.8,14.92
5297,2018/4/1 23:19,4.54,14.17,11.36,10.8,7.8,14.92
5298,2018/4/1 23:31,4.53,14.16,11.37,10.81,7.8,14.93
5299,2018/4/1 23:43,4.54,14.17,11.37,10.79,7.8,14.92
5300,2018/4/1 23:55,4.54,14.16,11.37,10.8,7.79,14.91
5301,2018/4/2 0:07,4.53,14.16,11.37,10.8,7.81,14.91
5302,2018/4/2 0:19,4.54,14.17,11.36,10.8,7.81,14.92
5303,2018/4/2 0:31,4.54,14.17,11.36,10.8,7.81,14.92
5304,2018/4/2 0:43,4.54,14.17,11.36,10.8,7.8,14.91
5305,2018/4/2 0:55,4.55,14.17,11.36,10.8,7.81,14.91
5306,2018/4/2 1:07,4.54,14.17,11.36,10.79,7.81,14.91
5307,2018/4/2 1:19,4.55,14.17,11.36,10.79,7.81,14.9
5308,2018/4/2 1:31,4.53,14.17,11.37,10.79,7.81,14.92
5309,2018/4/2 1:43,4.55,14.16,11.37,10.78,7.8,14.91
5310,2018/4/2 1:55,4.55,14.17,11.37,10.78,7.82,14.91
5311,2018/4/2 2:07,4.56,14.17,11.36,10.79,7.82,14.91
5312,2018/4/2 2:19,4.55,14.17,11.38,10.79,7.79,14.91
5313,2018/4/2 2:31,4.56,14.17,11.36,10.78,7.83,14.92
5314,2018/4/2 2:43,4.56,14.17,11.36,10.8,7.8,14.91
5315,2018/4/2 2:55,4.55,14.17,11.38,10.78,7.81,14.92
5316,2018/4/2 3:07,4.56,14.17,11.36,10.79,7.81,14.92
5317,2018/4/2 3:19,4.56,14.17,11.36,10.79,7.81,14.92
5318,2018/4/2 3:31,4.55,14.17,11.37,10.79,7.8,14.92
5319,2018/4/2 3:43,4.56,14.16,11.36,10.78,7.81,14.94
5320,2018/4/2 3:55,4.55,14.17,11.36,10.8,7.81,14.93
5321,2018/4/2 4:07,4.56,14.17,11.38,10.78,7.82,14.94
5322,2018/4/2 4:19,4.56,14.17,11.39,10.79,7.81,14.94
5323,2018/4/2 4:31,4.56,14.17,11.37,10.79,7.81,14.93
5324,2018/4/2 4:43,4.56,14.17,11.37,10.79,7.8,14.93
5325,2018/4/2 4:55,4.56,14.17,11.38,10.78,7.8,14.93
5326,2018/4/2 5:07,4.56,14.17,11.36,10.78,7.77,14.93
5327,2018/4/2 5:19,4.56,14.17,11.36,10.78,7.82,14.92
5328,2018/4/2 5:31,4.56,14.17,11.36,10.79,7.81,14.92
5329,2018/4/2 5:43,4.56,14.17,11.36,10.78,7.81,14.92
5330,2018/4/2 5:55,4.55,14.17,11.38,10.77,7.81,14.91
5331,2018/4/2 6:07,4.56,14.17,11.38,10.78,7.81,14.94
5332,2018/4/2 6:19,4.56,14.17,11.36,10.78,7.83,14.93
5333,2018/4/2 6:31,4.57,14.17,11.37,10.78,7.83,14.94
5334,2018/4/2 6:43,4.57,14.17,11.37,10.79,7.82,14.97
5335,2018/4/2 6:55,4.56,14.17,11.38,10.78,7.82,15
5336,2018/4/2 7:07,4.57,14.17,11.37,10.77,7.82,15.01
5337,2018/4/2 7:19,4.55,14.17,11.36,10.79,7.83,15.04
5338,2018/4/2 7:31,4.56,14.17,11.37,10.79,7.84,15.05
5339,2018/4/2 7:43,4.54,14.17,11.38,10.78,7.83,15.07
5340,2018/4/2 7:55,4.54,14.17,11.37,10.8,7.84,15.08
5341,2018/4/2 8:07,4.54,14.17,11.37,10.8,7.85,15.11
5342,2018/4/2 8:19,4.51,14.17,11.38,10.79,7.88,15.15
5343,2018/4/2 8:31,4.5,14.17,11.36,10.8,7.91,15.2
5344,2018/4/2 8:43,4.49,14.17,11.37,10.8,7.95,15.25
5345,2018/4/2 8:55,4.48,14.17,11.38,10.81,7.94,15.27
5346,2018/4/2 9:07,4.47,14.17,11.37,10.81,7.95,15.28
5347,2018/4/2 9:19,4.48,14.17,11.38,10.8,7.94,15.29
5348,2018/4/2 9:31,4.47,14.17,11.38,10.8,7.94,15.3
5349,2018/4/2 9:43,4.47,14.17,11.38,10.8,7.92,15.29
5350,2018/4/2 9:55,4.48,14.17,11.37,10.8,7.91,15.29
5351,2018/4/2 10:07,4.46,14.17,11.38,10.81,7.91,15.28
5352,2018/4/2 10:19,4.47,14.17,11.36,10.8,7.89,15.26
5353,2018/4/2 10:31,4.47,14.17,11.38,10.79,7.86,15.24
5354,2018/4/2 10:43,4.48,14.17,11.37,10.8,7.85,15.22
5355,2018/4/2 10:55,4.48,14.17,11.38,10.8,7.83,15.2
5356,2018/4/2 11:07,4.6,14.17,11.38,10.79,7.82,15.17
5357,2018/4/2 11:19,4.59,14.18,11.36,10.79,7.8,15.15
5358,2018/4/2 11:31,4.59,14.18,11.36,10.81,7.8,15.13
5359,2018/4/2 11:43,4.6,14.18,11.36,10.81,7.8,15.14
5360,2018/4/2 11:55,4.61,14.18,11.38,10.8,7.81,15.12
5361,2018/4/2 12:07,4.61,14.17,11.36,10.8,7.8,15.12
5362,2018/4/2 12:19,4.61,14.18,11.37,10.8,7.81,15.11
5363,2018/4/2 12:31,4.61,14.17,11.38,10.8,7.83,15.13
5364,2018/4/2 12:43,4.56,14.17,11.37,10.8,7.85,15.15
5365,2018/4/2 12:55,4.51,14.17,11.38,10.79,7.87,15.18
5366,2018/4/2 13:07,4.48,14.17,11.37,10.78,7.9,15.21
5367,2018/4/2 13:19,4.48,14.17,11.38,10.77,7.89,15.23
5368,2018/4/2 13:31,4.48,14.17,11.36,10.77,7.91,15.24
5369,2018/4/2 13:43,4.48,14.17,11.37,10.79,7.93,15.25
5370,2018/4/2 13:55,4.47,14.17,11.36,10.78,7.93,15.27
5371,2018/4/2 14:07,4.47,14.17,11.37,10.79,7.9,15.27
5372,2018/4/2 14:19,4.47,14.17,11.38,10.78,7.89,15.25
5373,2018/4/2 14:31,4.47,14.17,11.38,10.81,7.88,15.25
5374,2018/4/2 14:43,4.46,14.17,11.37,10.8,7.88,15.25
5375,2018/4/2 14:55,4.47,14.17,11.38,10.8,7.87,15.23
5376,2018/4/2 15:07,4.46,14.17,11.37,10.82,7.85,15.22
5377,2018/4/2 15:19,4.48,14.17,11.36,10.81,7.84,15.2
5378,2018/4/2 15:31,4.47,14.17,11.37,10.81,7.82,15.18
5379,2018/4/2 15:43,4.49,14.17,11.37,10.81,7.81,15.15
5380,2018/4/2 15:55,4.52,14.17,11.37,10.8,7.79,15.13
5381,2018/4/2 16:07,4.61,14.17,11.37,10.8,7.77,15.08
5382,2018/4/2 16:19,4.61,14.18,11.37,10.8,7.77,15.05
5383,2018/4/2 16:31,4.6,14.17,11.36,10.79,7.76,15.03
5384,2018/4/2 16:43,4.6,14.18,11.37,10.8,7.76,15.03
5385,2018/4/2 16:55,4.6,14.18,11.37,10.79,7.77,15.01
5386,2018/4/2 17:07,4.59,14.17,11.38,10.79,7.77,15.01
5387,2018/4/2 17:19,4.59,14.18,11.37,10.8,7.78,14.99
5388,2018/4/2 17:31,4.59,14.18,11.37,10.8,7.78,14.99
5389,2018/4/2 17:43,4.59,14.18,11.38,10.77,7.78,14.99
5390,2018/4/2 17:55,4.59,14.18,11.37,10.79,7.78,14.98
5391,2018/4/2 18:07,4.59,14.18,11.38,10.78,7.78,14.97
5392,2018/4/2 18:19,4.58,14.18,11.38,10.79,7.78,14.96
5393,2018/4/2 18:31,4.59,14.18,11.39,10.78,7.79,14.96
5394,2018/4/2 18:43,4.59,14.18,11.38,10.79,7.79,14.96
5395,2018/4/2 18:55,4.6,14.18,11.38,10.79,7.8,14.96
5396,2018/4/2 19:07,4.6,14.18,11.38,10.79,7.8,14.95
5397,2018/4/2 19:19,4.6,14.18,11.38,10.79,7.81,14.95
5398,2018/4/2 19:31,4.6,14.18,11.37,10.8,7.81,14.94
5399,2018/4/2 19:43,4.59,14.18,11.36,10.78,7.81,14.94
5400,2018/4/2 19:55,4.59,14.18,11.37,10.78,7.81,14.94
5401,2018/4/2 20:07,4.59,14.18,11.36,10.78,7.81,14.94
5402,2018/4/2 20:19,4.59,14.18,11.36,10.78,7.81,14.94
5403,2018/4/2 20:31,4.6,14.18,11.38,10.78,7.81,14.94
5404,2018/4/2 20:43,4.59,14.18,11.38,10.8,7.81,14.94
5405,2018/4/2 20:55,4.61,14.18,11.36,10.78,7.8,14.92
5406,2018/4/2 21:07,4.59,14.18,11.36,10.78,7.81,14.93
5407,2018/4/2 21:19,4.59,14.18,11.38,10.79,7.81,14.93
5408,2018/4/2 21:31,4.59,14.18,11.36,10.79,7.82,14.94
5409,2018/4/2 21:43,4.59,14.18,11.38,10.78,7.82,14.93
5410,2018/4/2 21:55,4.6,14.18,11.36,10.77,7.83,14.95
5411,2018/4/2 22:07,4.6,14.18,11.36,10.77,7.81,14.94
5412,2018/4/2 22:19,4.61,14.18,11.38,10.79,7.81,14.94
5413,2018/4/2 22:31,4.6,14.18,11.38,10.77,7.81,14.94
5414,2018/4/2 22:43,4.59,14.18,11.36,10.77,7.81,14.94
5415,2018/4/2 22:55,4.6,14.18,11.38,10.78,7.81,14.94
5416,2018/4/2 23:07,4.59,14.18,11.38,10.77,7.81,14.92
5417,2018/4/2 23:19,4.6,14.18,11.38,10.78,7.81,14.94
5418,2018/4/2 23:31,4.6,14.18,11.37,10.78,7.82,14.93
5419,2018/4/2 23:43,4.6,14.18,11.38,10.78,7.82,14.93
5420,2018/4/2 23:55,4.6,14.18,11.37,10.77,7.82,14.94
5421,2018/4/3 0:07,4.59,14.18,11.36,10.78,7.82,14.93
5422,2018/4/3 0:19,4.6,14.18,11.38,10.78,7.82,14.94
5423,2018/4/3 0:31,4.6,14.18,11.36,10.79,7.83,14.95
5424,2018/4/3 0:43,4.6,14.18,11.36,10.77,7.82,14.95
5425,2018/4/3 0:55,4.59,14.18,11.36,10.77,7.82,14.96
5428,2018/4/3 1:31,4.6,14.18,11.37,10.79,7.82,14.97
5429,2018/4/3 1:43,4.59,14.18,11.36,10.78,7.82,14.98
5430,2018/4/3 1:55,4.59,14.18,11.38,10.78,7.83,14.98
5431,2018/4/3 2:07,4.58,14.18,11.38,10.78,7.81,14.97
5432,2018/4/3 2:19,4.59,14.18,11.36,10.78,7.82,14.98
5433,2018/4/3 2:31,4.59,14.18,11.37,10.79,7.8,14.98
5434,2018/4/3 2:43,4.6,14.18,11.38,10.78,7.81,14.98
5435,2018/4/3 2:55,4.6,14.18,11.37,10.77,7.82,14.98
5436,2018/4/3 3:07,4.59,14.18,11.36,10.77,7.81,14.99
5437,2018/4/3 3:19,4.59,14.18,11.37,10.78,7.82,14.98
5438,2018/4/3 3:31,4.59,14.18,11.37,10.77,7.82,14.97
5439,2018/4/3 3:43,4.59,14.18,11.37,10.78,7.81,14.97
5440,2018/4/3 3:55,4.6,14.18,11.37,10.77,7.82,14.98
5441,2018/4/3 4:07,4.6,14.18,11.38,10.78,7.82,14.98
5442,2018/4/3 4:19,4.59,14.18,11.37,10.76,7.82,14.97
5443,2018/4/3 4:31,4.6,14.18,11.37,10.76,7.82,14.97
5444,2018/4/3 4:44,4.6,14.18,11.38,10.79,7.82,14.99
5445,2018/4/3 4:55,4.59,14.18,11.37,10.78,7.81,14.99
5446,2018/4/3 5:07,4.6,14.18,11.36,10.78,7.82,14.99
5447,2018/4/3 5:19,4.59,14.18,11.37,10.78,7.82,14.99
5448,2018/4/3 5:31,4.6,14.18,11.37,10.76,7.81,14.98
5449,2018/4/3 5:43,4.6,14.18,11.37,10.78,7.82,14.99
5450,2018/4/3 5:55,4.59,14.18,11.36,10.78,7.81,14.98
5451,2018/4/3 6:07,4.61,14.19,11.38,10.77,7.82,14.99
5452,2018/4/3 6:19,4.6,14.18,11.36,10.77,7.82,14.99
5453,2018/4/3 6:31,4.61,14.19,11.36,10.77,7.82,14.99
5454,2018/4/3 6:43,4.61,14.18,11.38,10.78,7.81,14.98
5455,2018/4/3 6:55,4.6,14.19,11.38,10.78,7.83,14.99
5456,2018/4/3 7:07,4.6,14.18,11.38,10.78,7.82,15
5457,2018/4/3 7:19,4.6,14.18,11.38,10.77,7.82,15
5458,2018/4/3 7:31,4.6,14.18,11.37,10.78,7.82,15.01
5459,2018/4/3 7:43,4.59,14.18,11.36,10.78,7.83,15.02
5460,2018/4/3 7:55,4.59,14.18,11.38,10.77,7.83,15.03
5461,2018/4/3 8:07,4.59,14.19,11.37,10.77,7.84,15.04
5462,2018/4/3 8:19,4.59,14.18,11.38,10.77,7.84,15.05
5463,2018/4/3 8:31,4.59,14.19,11.37,10.77,7.84,15.06
5464,2018/4/3 8:43,4.58,14.18,11.36,10.78,7.84,15.07
5465,2018/4/3 8:55,4.58,14.18,11.36,10.77,7.84,15.1
5466,2018/4/3 9:07,4.55,14.18,11.36,10.77,7.86,15.12
5467,2018/4/3 9:19,4.54,14.18,11.39,10.77,7.88,15.14
5468,2018/4/3 9:31,4.53,14.18,11.37,10.78,7.88,15.16
5469,2018/4/3 9:43,4.55,14.18,11.38,10.78,7.89,15.17
5470,2018/4/3 9:55,4.54,14.18,11.36,10.79,7.88,15.17
5471,2018/4/3 10:07,4.55,14.18,11.38,10.79,7.88,15.17
5472,2018/4/3 10:19,4.55,14.18,11.36,10.79,7.87,15.19
5473,2018/4/3 10:31,4.54,14.18,11.36,10.79,7.88,15.18
5474,2018/4/3 10:43,4.54,14.18,11.37,10.8,7.9,15.2
5475,2018/4/3 10:55,4.54,14.18,11.36,10.81,7.91,15.22
5476,2018/4/3 11:07,4.53,14.18,11.38,10.8,7.92,15.23
5477,2018/4/3 11:19,4.51,14.18,11.37,10.8,7.93,15.25
5478,2018/4/3 11:31,4.51,14.18,11.36,10.8,7.93,15.26
5479,2018/4/3 11:43,4.51,14.18,11.37,10.81,7.95,15.28
5480,2018/4/3 11:55,4.51,14.18,11.38,10.8,7.97,15.31
